codice_aic;principio_attivo;quantita;unita_misura
037385085;N.D.;0;N.D.
037385097;N.D.;0;N.D.
037385109;N.D.;0;N.D.
037385111;N.D.;0;N.D.
037385123;N.D.;0;N.D.
037385135;N.D.;0;N.D.
037385147;N.D.;0;N.D.
037385150;N.D.;0;N.D.
037385162;N.D.;0;N.D.
037385174;N.D.;0;N.D.
037385186;N.D.;0;N.D.
037385198;N.D.;0;N.D.
037385200;N.D.;0;N.D.
037385212;N.D.;0;N.D.
037385224;N.D.;0;N.D.
037385236;N.D.;0;N.D.
037385248;N.D.;0;N.D.
037385251;N.D.;0;N.D.
037385263;N.D.;0;N.D.
037385275;N.D.;0;N.D.
037385287;N.D.;0;N.D.
037385299;N.D.;0;N.D.
037385301;N.D.;0;N.D.
037386012;FENOFIBRATO;160;milligrammi
037386012;FENOFIBRATO;160;MG
037386024;FENOFIBRATO;160;milligrammi
037386024;FENOFIBRATO;160;MG
037386036;FENOFIBRATO;160;milligrammi
037386036;FENOFIBRATO;160;MG
037386048;FENOFIBRATO;160;milligrammi
037386048;FENOFIBRATO;160;MG
037386051;FENOFIBRATO;160;MG
037386051;FENOFIBRATO;160;milligrammi
037386063;FENOFIBRATO;160;MG
037386063;FENOFIBRATO;160;milligrammi
037386075;FENOFIBRATO;160;milligrammi
037386075;FENOFIBRATO;160;MG
037386087;FENOFIBRATO;160;MG
037386087;FENOFIBRATO;160;milligrammi
037386099;FENOFIBRATO;160;MG
037386099;FENOFIBRATO;160;milligrammi
037386101;FENOFIBRATO;160;MG
037386101;FENOFIBRATO;160;milligrammi
037386113;FENOFIBRATO;160;MG
037386113;FENOFIBRATO;160;milligrammi
037387014;FLUCONAZOLO;50;millilitre
037387026;FLUCONAZOLO;50;millilitre
037387038;FLUCONAZOLO;50;millilitre
037387040;FLUCONAZOLO;50;millilitre
037387053;FLUCONAZOLO;50;millilitre
037387065;FLUCONAZOLO;100;millilitre
037387077;FLUCONAZOLO;100;millilitre
037387089;FLUCONAZOLO;100;millilitre
037387091;FLUCONAZOLO;100;millilitre
037387103;FLUCONAZOLO;100;millilitre
037387115;FLUCONAZOLO;200;millilitre
037387127;FLUCONAZOLO;200;millilitre
037387139;FLUCONAZOLO;200;millilitre
037387141;FLUCONAZOLO;200;millilitre
037387154;FLUCONAZOLO;200;millilitre
037388016;IDROCLOROTIAZIDE;12.5;MG
037388016;IDROCLOROTIAZIDE;12.5;milligrammi
037388028;IDROCLOROTIAZIDE;12.5;MG
037388028;IDROCLOROTIAZIDE;12.5;milligrammi
037388030;IDROCLOROTIAZIDE;12.5;MG
037388030;IDROCLOROTIAZIDE;12.5;milligrammi
037388042;IDROCLOROTIAZIDE;12.5;MG
037388042;IDROCLOROTIAZIDE;12.5;milligrammi
037388055;IDROCLOROTIAZIDE;12.5;milligrammi
037388055;IDROCLOROTIAZIDE;12.5;MG
037388067;IDROCLOROTIAZIDE;12.5;milligrammi
037388067;IDROCLOROTIAZIDE;12.5;MG
037388079;IDROCLOROTIAZIDE;12.5;MG
037388079;IDROCLOROTIAZIDE;12.5;milligrammi
037388081;IDROCLOROTIAZIDE;12.5;milligrammi
037388081;IDROCLOROTIAZIDE;12.5;MG
037388093;IDROCLOROTIAZIDE;12.5;MG
037388093;IDROCLOROTIAZIDE;12.5;milligrammi
037388105;IDROCLOROTIAZIDE;25;milligrammi
037388105;IDROCLOROTIAZIDE;25;MG
037388117;IDROCLOROTIAZIDE;25;milligrammi
037388117;IDROCLOROTIAZIDE;25;MG
037388129;IDROCLOROTIAZIDE;25;milligrammi
037388129;IDROCLOROTIAZIDE;25;MG
037388131;IDROCLOROTIAZIDE;25;milligrammi
037388131;IDROCLOROTIAZIDE;25;MG
037388143;IDROCLOROTIAZIDE;25;milligrammi
037388143;IDROCLOROTIAZIDE;25;MG
037388156;IDROCLOROTIAZIDE;25;milligrammi
037388156;IDROCLOROTIAZIDE;25;MG
037388168;IDROCLOROTIAZIDE;25;MG
037388168;IDROCLOROTIAZIDE;25;milligrammi
037388170;IDROCLOROTIAZIDE;25;MG
037388170;IDROCLOROTIAZIDE;25;milligrammi
037388182;IDROCLOROTIAZIDE;25;milligrammi
037388182;IDROCLOROTIAZIDE;25;MG
037388194;IDROCLOROTIAZIDE;25;MG
037388194;IDROCLOROTIAZIDE;25;milligrammi
037388206;IDROCLOROTIAZIDE;25;MG
037388206;IDROCLOROTIAZIDE;25;milligrammi
037388218;IDROCLOROTIAZIDE;25;MG
037388218;IDROCLOROTIAZIDE;25;milligrammi
037389018;ONDANSETRONE;4;MG
037389018;ONDANSETRONE;4;milligrammi
037389020;ONDANSETRONE;4;milligrammi
037389020;ONDANSETRONE;4;MG
037389032;ONDANSETRONE;4;milligrammi
037389032;ONDANSETRONE;4;MG
037389044;ONDANSETRONE;8;MG
037389044;ONDANSETRONE;8;milligrammi
037389057;ONDANSETRONE;8;milligrammi
037389057;ONDANSETRONE;8;MG
037389069;ONDANSETRONE;8;MG
037389069;ONDANSETRONE;8;milligrammi
037389071;ONDANSETRONE;;
037389083;ONDANSETRONE;;
037389095;ONDANSETRONE;;
037389107;ONDANSETRONE;;
037389119;ONDANSETRONE;;
037389121;ONDANSETRONE;;
037389133;ONDANSETRONE;;
037389145;ONDANSETRONE;;
037389158;ONDANSETRONE;;
037389160;ONDANSETRONE;;
037389172;ONDANSETRONE;;
037389184;ONDANSETRONE;;
037390010;IDROCLOROTIAZIDE;12.5;MG
037390010;RAMIPRIL;2.5;MG
037390010;RAMIPRIL;2.5;milligrammi
037390010;IDROCLOROTIAZIDE;12.5;milligrammi
037390022;IDROCLOROTIAZIDE;12.5;MG
037390022;RAMIPRIL;2.5;MG
037390022;RAMIPRIL;2.5;milligrammi
037390022;IDROCLOROTIAZIDE;12.5;milligrammi
037390034;IDROCLOROTIAZIDE;12.5;MG
037390034;RAMIPRIL;2.5;MG
037390034;RAMIPRIL;2.5;milligrammi
037390034;IDROCLOROTIAZIDE;12.5;milligrammi
037390046;IDROCLOROTIAZIDE;12.5;milligrammi
037390046;IDROCLOROTIAZIDE;12.5;MG
037390046;RAMIPRIL;2.5;MG
037390046;RAMIPRIL;2.5;milligrammi
037390059;IDROCLOROTIAZIDE;12.5;milligrammi
037390059;IDROCLOROTIAZIDE;12.5;MG
037390059;RAMIPRIL;2.5;milligrammi
037390059;RAMIPRIL;2.5;MG
037390061;RAMIPRIL;2.5;milligrammi
037390061;IDROCLOROTIAZIDE;12.5;MG
037390061;IDROCLOROTIAZIDE;12.5;milligrammi
037390061;RAMIPRIL;2.5;MG
037390073;RAMIPRIL;2.5;MG
037390073;IDROCLOROTIAZIDE;12.5;MG
037390073;IDROCLOROTIAZIDE;12.5;milligrammi
037390073;RAMIPRIL;2.5;milligrammi
037390085;RAMIPRIL;2.5;MG
037390085;RAMIPRIL;2.5;milligrammi
037390085;IDROCLOROTIAZIDE;12.5;milligrammi
037390085;IDROCLOROTIAZIDE;12.5;MG
037390097;IDROCLOROTIAZIDE;12.5;milligrammi
037390097;IDROCLOROTIAZIDE;12.5;MG
037390097;RAMIPRIL;2.5;milligrammi
037390097;RAMIPRIL;2.5;MG
037390109;IDROCLOROTIAZIDE;12.5;MG
037390109;RAMIPRIL;2.5;milligrammi
037390109;RAMIPRIL;2.5;MG
037390109;IDROCLOROTIAZIDE;12.5;milligrammi
037390111;RAMIPRIL;2.5;milligrammi
037390111;RAMIPRIL;2.5;MG
037390111;IDROCLOROTIAZIDE;12.5;MG
037390111;IDROCLOROTIAZIDE;12.5;milligrammi
037390123;RAMIPRIL;2.5;MG
037390123;IDROCLOROTIAZIDE;12.5;MG
037390123;IDROCLOROTIAZIDE;12.5;milligrammi
037390123;RAMIPRIL;2.5;milligrammi
037390135;RAMIPRIL;2.5;MG
037390135;IDROCLOROTIAZIDE;12.5;milligrammi
037390135;RAMIPRIL;2.5;milligrammi
037390135;IDROCLOROTIAZIDE;12.5;MG
037390147;IDROCLOROTIAZIDE;12.5;milligrammi
037390147;RAMIPRIL;2.5;milligrammi
037390147;RAMIPRIL;2.5;MG
037390147;IDROCLOROTIAZIDE;12.5;MG
037390150;IDROCLOROTIAZIDE;12.5;MG
037390150;RAMIPRIL;2.5;milligrammi
037390150;RAMIPRIL;2.5;MG
037390150;IDROCLOROTIAZIDE;12.5;milligrammi
037390162;RAMIPRIL;2.5;milligrammi
037390162;IDROCLOROTIAZIDE;12.5;MG
037390162;RAMIPRIL;2.5;MG
037390162;IDROCLOROTIAZIDE;12.5;milligrammi
037390174;IDROCLOROTIAZIDE;12.5;milligrammi
037390174;RAMIPRIL;2.5;milligrammi
037390174;IDROCLOROTIAZIDE;12.5;MG
037390174;RAMIPRIL;2.5;MG
037390186;IDROCLOROTIAZIDE;12.5;MG
037390186;RAMIPRIL;2.5;milligrammi
037390186;IDROCLOROTIAZIDE;12.5;milligrammi
037390186;RAMIPRIL;2.5;MG
037390198;RAMIPRIL;5;MG
037390198;IDROCLOROTIAZIDE;25;MG
037390198;IDROCLOROTIAZIDE;25;milligrammi
037390198;RAMIPRIL;5;milligrammi
037390200;IDROCLOROTIAZIDE;25;MG
037390200;RAMIPRIL;5;milligrammi
037390200;RAMIPRIL;5;MG
037390200;IDROCLOROTIAZIDE;25;milligrammi
037390212;IDROCLOROTIAZIDE;25;MG
037390212;RAMIPRIL;5;milligrammi
037390212;RAMIPRIL;5;MG
037390212;IDROCLOROTIAZIDE;25;milligrammi
037390224;RAMIPRIL;5;MG
037390224;IDROCLOROTIAZIDE;25;MG
037390224;IDROCLOROTIAZIDE;25;milligrammi
037390224;RAMIPRIL;5;milligrammi
037390236;RAMIPRIL;5;MG
037390236;IDROCLOROTIAZIDE;25;milligrammi
037390236;IDROCLOROTIAZIDE;25;MG
037390236;RAMIPRIL;5;milligrammi
037390248;IDROCLOROTIAZIDE;25;milligrammi
037390248;IDROCLOROTIAZIDE;25;MG
037390248;RAMIPRIL;5;milligrammi
037390248;RAMIPRIL;5;MG
037390251;IDROCLOROTIAZIDE;25;milligrammi
037390251;IDROCLOROTIAZIDE;25;MG
037390251;RAMIPRIL;5;MG
037390251;RAMIPRIL;5;milligrammi
037390263;IDROCLOROTIAZIDE;25;MG
037390263;RAMIPRIL;5;milligrammi
037390263;RAMIPRIL;5;MG
037390263;IDROCLOROTIAZIDE;25;milligrammi
037390275;IDROCLOROTIAZIDE;25;MG
037390275;RAMIPRIL;5;MG
037390275;IDROCLOROTIAZIDE;25;milligrammi
037390275;RAMIPRIL;5;milligrammi
037390287;RAMIPRIL;5;MG
037390287;IDROCLOROTIAZIDE;25;milligrammi
037390287;RAMIPRIL;5;milligrammi
037390287;IDROCLOROTIAZIDE;25;MG
037390299;IDROCLOROTIAZIDE;25;milligrammi
037390299;RAMIPRIL;5;MG
037390299;IDROCLOROTIAZIDE;25;MG
037390299;RAMIPRIL;5;milligrammi
037390301;RAMIPRIL;5;milligrammi
037390301;RAMIPRIL;5;MG
037390301;IDROCLOROTIAZIDE;25;MG
037390301;IDROCLOROTIAZIDE;25;milligrammi
037390313;RAMIPRIL;5;milligrammi
037390313;RAMIPRIL;5;MG
037390313;IDROCLOROTIAZIDE;25;MG
037390313;IDROCLOROTIAZIDE;25;milligrammi
037390325;IDROCLOROTIAZIDE;25;MG
037390325;IDROCLOROTIAZIDE;25;milligrammi
037390325;RAMIPRIL;5;MG
037390325;RAMIPRIL;5;milligrammi
037390337;IDROCLOROTIAZIDE;25;MG
037390337;IDROCLOROTIAZIDE;25;milligrammi
037390337;RAMIPRIL;5;MG
037390337;RAMIPRIL;5;milligrammi
037390349;RAMIPRIL;5;milligrammi
037390349;IDROCLOROTIAZIDE;25;milligrammi
037390349;IDROCLOROTIAZIDE;25;MG
037390349;RAMIPRIL;5;MG
037390352;RAMIPRIL;5;MG
037390352;RAMIPRIL;5;milligrammi
037390352;IDROCLOROTIAZIDE;25;milligrammi
037390352;IDROCLOROTIAZIDE;25;MG
037390364;RAMIPRIL;5;milligrammi
037390364;RAMIPRIL;5;MG
037390364;IDROCLOROTIAZIDE;25;milligrammi
037390364;IDROCLOROTIAZIDE;25;MG
037391012;FLUCONAZOLO;50;MG
037391012;FLUCONAZOLO;50;milligrammi
037391024;FLUCONAZOLO;50;MG
037391024;FLUCONAZOLO;50;milligrammi
037391036;FLUCONAZOLO;50;milligrammi
037391036;FLUCONAZOLO;50;MG
037391048;FLUCONAZOLO;50;milligrammi
037391048;FLUCONAZOLO;50;MG
037391051;FLUCONAZOLO;50;milligrammi
037391051;FLUCONAZOLO;50;MG
037391063;FLUCONAZOLO;50;milligrammi
037391063;FLUCONAZOLO;50;MG
037391075;FLUCONAZOLO;50;milligrammi
037391075;FLUCONAZOLO;50;MG
037391087;FLUCONAZOLO;50;milligrammi
037391087;FLUCONAZOLO;50;MG
037391099;FLUCONAZOLO;100;MG
037391099;FLUCONAZOLO;100;milligrammi
037391101;FLUCONAZOLO;100;MG
037391101;FLUCONAZOLO;100;milligrammi
037391113;FLUCONAZOLO;100;MG
037391113;FLUCONAZOLO;100;milligrammi
037391125;FLUCONAZOLO;100;MG
037391125;FLUCONAZOLO;100;milligrammi
037391137;FLUCONAZOLO;100;milligrammi
037391137;FLUCONAZOLO;100;MG
037391149;FLUCONAZOLO;100;MG
037391149;FLUCONAZOLO;100;milligrammi
037391152;FLUCONAZOLO;100;milligrammi
037391152;FLUCONAZOLO;100;MG
037391164;FLUCONAZOLO;100;MG
037391164;FLUCONAZOLO;100;milligrammi
037391176;FLUCONAZOLO;150;milligrammi
037391176;FLUCONAZOLO;150;MG
037391188;FLUCONAZOLO;150;milligrammi
037391188;FLUCONAZOLO;150;MG
037391190;FLUCONAZOLO;150;MG
037391190;FLUCONAZOLO;150;milligrammi
037391202;FLUCONAZOLO;150;MG
037391202;FLUCONAZOLO;150;milligrammi
037391214;FLUCONAZOLO;150;MG
037391214;FLUCONAZOLO;150;milligrammi
037391226;FLUCONAZOLO;150;milligrammi
037391226;FLUCONAZOLO;150;MG
037391238;FLUCONAZOLO;150;MG
037391238;FLUCONAZOLO;150;milligrammi
037391240;FLUCONAZOLO;150;milligrammi
037391240;FLUCONAZOLO;150;MG
037391253;FLUCONAZOLO;150;milligrammi
037391253;FLUCONAZOLO;150;MG
037391265;FLUCONAZOLO;150;milligrammi
037391265;FLUCONAZOLO;150;MG
037391277;FLUCONAZOLO;150;milligrammi
037391277;FLUCONAZOLO;150;MG
037391289;FLUCONAZOLO;200;milligrammi
037391289;FLUCONAZOLO;200;MG
037391291;FLUCONAZOLO;200;MG
037391291;FLUCONAZOLO;200;milligrammi
037391303;FLUCONAZOLO;200;milligrammi
037391303;FLUCONAZOLO;200;MG
037391315;FLUCONAZOLO;200;MG
037391315;FLUCONAZOLO;200;milligrammi
037391327;FLUCONAZOLO;200;milligrammi
037391327;FLUCONAZOLO;200;MG
037391339;FLUCONAZOLO;200;MG
037391339;FLUCONAZOLO;200;milligrammi
037391341;FLUCONAZOLO;200;milligrammi
037391341;FLUCONAZOLO;200;MG
037391354;FLUCONAZOLO;200;milligrammi
037391354;FLUCONAZOLO;200;MG
037392014;FATTORE DI VON WILLEBRAND;1000;international unit(s)/milli#
037392026;FATTORE DI VON WILLEBRAND;1000;international unit(s)/milli#
037392038;FATTORE DI VON WILLEBRAND;1000;international unit(s)/milli#
037393016;OXALIPLATINO;5;milligrammi
037393016;OXALIPLATINO;5;MG
037393028;OXALIPLATINO;5;milligrammi
037393028;OXALIPLATINO;5;MG
037394018;FLUCONAZOLO;;
037394020;FLUCONAZOLO;;
037394032;FLUCONAZOLO;;
037394044;FLUCONAZOLO;;
037394057;FLUCONAZOLO;;
037394069;FLUCONAZOLO;;
037394071;FLUCONAZOLO;;
037394083;FLUCONAZOLO;;
037394095;FLUCONAZOLO;;
037394107;FLUCONAZOLO;;
037394119;FLUCONAZOLO;;
037394121;FLUCONAZOLO;;
037394133;FLUCONAZOLO;;
037394145;FLUCONAZOLO;;
037394158;FLUCONAZOLO;;
037394160;FLUCONAZOLO;;
037394172;FLUCONAZOLO;;
037394184;FLUCONAZOLO;;
037394196;FLUCONAZOLO;;
037394208;FLUCONAZOLO;;
037394210;FLUCONAZOLO;;
037394222;FLUCONAZOLO;;
037394234;FLUCONAZOLO;;
037394246;FLUCONAZOLO;;
037394259;FLUCONAZOLO;;
037394261;FLUCONAZOLO;;
037394273;FLUCONAZOLO;;
037394285;FLUCONAZOLO;;
037394297;FLUCONAZOLO;;
037395011;CEFTRIAXONE DISODICO;0.5;grammi
037395023;CEFTRIAXONE DISODICO;0.5;grammi
037395035;CEFTRIAXONE DISODICO;0.5;grammi
037395047;CEFTRIAXONE DISODICO;1;grammi
037395050;CEFTRIAXONE DISODICO;1;grammi
037395062;CEFTRIAXONE DISODICO;1;grammi
037395074;CEFTRIAXONE DISODICO;2;grammi
037395086;CEFTRIAXONE DISODICO;2;grammi
037395098;CEFTRIAXONE DISODICO;2;grammi
037396013;IDROMORFONE CLORIDRATO;;
037396025;IDROMORFONE CLORIDRATO;;
037396037;IDROMORFONE CLORIDRATO;;
037396049;IDROMORFONE CLORIDRATO;;
037396052;IDROMORFONE CLORIDRATO;;
037396064;IDROMORFONE CLORIDRATO;;
037396076;IDROMORFONE CLORIDRATO;;
037396088;IDROMORFONE CLORIDRATO;;
037396090;IDROMORFONE CLORIDRATO;;
037396102;IDROMORFONE CLORIDRATO;;
037396114;IDROMORFONE CLORIDRATO;;
037396126;IDROMORFONE CLORIDRATO;;
037396138;IDROMORFONE CLORIDRATO;;
037396140;IDROMORFONE CLORIDRATO;;
037396153;IDROMORFONE CLORIDRATO;;
037396165;IDROMORFONE CLORIDRATO;;
037396177;IDROMORFONE CLORIDRATO;;
037396189;IDROMORFONE CLORIDRATO;;
037396191;IDROMORFONE CLORIDRATO;;
037396203;IDROMORFONE CLORIDRATO;;
037396215;IDROMORFONE CLORIDRATO;;
037396227;IDROMORFONE CLORIDRATO;;
037396239;IDROMORFONE CLORIDRATO;;
037396241;IDROMORFONE CLORIDRATO;;
037396254;IDROMORFONE CLORIDRATO;;
037396266;IDROMORFONE CLORIDRATO;;
037396278;IDROMORFONE CLORIDRATO;;
037396280;IDROMORFONE CLORIDRATO;;
037396292;IDROMORFONE CLORIDRATO;;
037396304;IDROMORFONE CLORIDRATO;;
037396316;IDROMORFONE CLORIDRATO;;
037396328;IDROMORFONE CLORIDRATO;;
037396330;IDROMORFONE CLORIDRATO;;
037396342;IDROMORFONE CLORIDRATO;;
037396355;IDROMORFONE CLORIDRATO;;
037396367;IDROMORFONE CLORIDRATO;;
037396379;IDROMORFONE CLORIDRATO;;
037396381;IDROMORFONE CLORIDRATO;;
037396393;IDROMORFONE CLORIDRATO;;
037396405;IDROMORFONE CLORIDRATO;;
037396417;IDROMORFONE CLORIDRATO;;
037396429;IDROMORFONE CLORIDRATO;;
037396431;IDROMORFONE CLORIDRATO;;
037396443;IDROMORFONE CLORIDRATO;;
037396456;IDROMORFONE CLORIDRATO;;
037396468;IDROMORFONE CLORIDRATO;;
037396470;IDROMORFONE CLORIDRATO;;
037396482;IDROMORFONE CLORIDRATO;;
037396494;IDROMORFONE CLORIDRATO;;
037396506;IDROMORFONE CLORIDRATO;;
037396518;IDROMORFONE CLORIDRATO;;
037396520;IDROMORFONE CLORIDRATO;;
037396532;IDROMORFONE CLORIDRATO;;
037396544;IDROMORFONE CLORIDRATO;;
037396557;IDROMORFONE CLORIDRATO;;
037396569;IDROMORFONE CLORIDRATO;;
037396571;IDROMORFONE CLORIDRATO;;
037396583;IDROMORFONE CLORIDRATO;;
037396595;IDROMORFONE CLORIDRATO;;
037396607;IDROMORFONE CLORIDRATO;;
037397015;DOXAZOSINA MESILATO;;
037397027;DOXAZOSINA MESILATO;;
037397039;DOXAZOSINA MESILATO;;
037398017;SIMVASTATINA;;
037398029;SIMVASTATINA;;
037398031;SIMVASTATINA;;
037398043;SIMVASTATINA;;
037398056;SIMVASTATINA;;
037398068;SIMVASTATINA;;
037398070;SIMVASTATINA;;
037398082;SIMVASTATINA;;
037398094;SIMVASTATINA;;
037398106;SIMVASTATINA;;
037398118;SIMVASTATINA;;
037398120;SIMVASTATINA;;
037398132;SIMVASTATINA;;
037398144;SIMVASTATINA;;
037398157;SIMVASTATINA;;
037398169;SIMVASTATINA;;
037398171;SIMVASTATINA;;
037398183;SIMVASTATINA;;
037398195;SIMVASTATINA;;
037398207;SIMVASTATINA;;
037398219;SIMVASTATINA;;
037398221;SIMVASTATINA;;
037398233;SIMVASTATINA;;
037398245;SIMVASTATINA;;
037398258;SIMVASTATINA;;
037398260;SIMVASTATINA;;
037398272;SIMVASTATINA;;
037398284;SIMVASTATINA;;
037398296;SIMVASTATINA;;
037398308;SIMVASTATINA;;
037398310;SIMVASTATINA;;
037398322;SIMVASTATINA;;
037398334;SIMVASTATINA;;
037398346;SIMVASTATINA;;
037398359;SIMVASTATINA;;
037398361;SIMVASTATINA;;
037398373;SIMVASTATINA;;
037398385;SIMVASTATINA;;
037398397;SIMVASTATINA;;
037398409;SIMVASTATINA;;
037398411;SIMVASTATINA;;
037398423;SIMVASTATINA;;
037398435;SIMVASTATINA;;
037398447;SIMVASTATINA;;
037398450;SIMVASTATINA;;
037398462;SIMVASTATINA;;
037398474;SIMVASTATINA;;
037398486;SIMVASTATINA;;
037398498;SIMVASTATINA;;
037398500;SIMVASTATINA;;
037398512;SIMVASTATINA;;
037398524;SIMVASTATINA;;
037398536;SIMVASTATINA;;
037398548;SIMVASTATINA;;
037398551;SIMVASTATINA;;
037398563;SIMVASTATINA;;
037398575;SIMVASTATINA;;
037398587;SIMVASTATINA;;
037398599;SIMVASTATINA;;
037398601;SIMVASTATINA;;
037398613;SIMVASTATINA;;
037398625;SIMVASTATINA;;
037398637;SIMVASTATINA;;
037398649;SIMVASTATINA;;
037398652;SIMVASTATINA;;
037398664;SIMVASTATINA;;
037398676;SIMVASTATINA;;
037398688;SIMVASTATINA;;
037398690;SIMVASTATINA;;
037398702;SIMVASTATINA;;
037398714;SIMVASTATINA;;
037398726;SIMVASTATINA;;
037398738;SIMVASTATINA;;
037398740;SIMVASTATINA;;
037398753;SIMVASTATINA;;
037398765;SIMVASTATINA;;
037398777;SIMVASTATINA;;
037398789;SIMVASTATINA;;
037398791;SIMVASTATINA;;
037398803;SIMVASTATINA;;
037398815;SIMVASTATINA;;
037398827;SIMVASTATINA;;
037398839;SIMVASTATINA;;
037398841;SIMVASTATINA;;
037398854;SIMVASTATINA;;
037398866;SIMVASTATINA;;
037398878;SIMVASTATINA;;
037398880;SIMVASTATINA;;
037398892;SIMVASTATINA;;
037398904;SIMVASTATINA;;
037398916;SIMVASTATINA;;
037398928;SIMVASTATINA;;
037398930;SIMVASTATINA;;
037398942;SIMVASTATINA;;
037398955;SIMVASTATINA;;
037398967;SIMVASTATINA;;
037398979;SIMVASTATINA;;
037398981;SIMVASTATINA;;
037398993;SIMVASTATINA;;
037399019;LORATADINA;10;milligrammi
037399019;LORATADINA;10;MG
037399021;LORATADINA;10;MG
037399021;LORATADINA;10;milligrammi
037399033;LORATADINA;10;MG
037399033;LORATADINA;10;milligrammi
037399045;LORATADINA;10;milligrammi
037399045;LORATADINA;10;MG
037399058;LORATADINA;10;milligrammi
037399058;LORATADINA;10;MG
037399060;LORATADINA;10;MG
037399060;LORATADINA;10;milligrammi
037400013;DASATINIB;20;milligrammi
037400013;DASATINIB;20;MG
037400025;DASATINIB;50;milligrammi
037400025;DASATINIB;50;MG
037400037;DASATINIB;70;MG
037400037;DASATINIB;70;milligrammi
037400049;DASATINIB;20;milligrammi
037400049;DASATINIB;20;MG
037400052;DASATINIB;50;milligrammi
037400052;DASATINIB;50;MG
037400064;DASATINIB;70;milligrammi
037400064;DASATINIB;70;MG
037400076;DASATINIB;20;MG
037400076;DASATINIB;20;milligrammi
037400088;DASATINIB;50;milligrammi
037400088;DASATINIB;50;MG
037400090;DASATINIB;70;milligrammi
037400090;DASATINIB;70;MG
037400102;DASATINIB;100;milligrammi
037400102;DASATINIB;100;MG
037400114;DASATINIB;100;MG
037400114;DASATINIB;100;milligrammi
037400126;DASATINIB;80;milligrammi
037400126;DASATINIB;80;MG
037400138;DASATINIB;80;milligrammi
037400138;DASATINIB;80;MG
037400140;DASATINIB;140;milligrammi
037400140;DASATINIB;140;MG
037400153;DASATINIB;140;milligrammi
037400153;DASATINIB;140;MG
037400165;DASATINIB;10;milligram(s)/millilitre
037401015;QUINAPRIL CLORIDRATO;5;MG
037401015;QUINAPRIL CLORIDRATO;5;milligrammi
037401027;QUINAPRIL CLORIDRATO;5;MG
037401027;QUINAPRIL CLORIDRATO;5;milligrammi
037401039;QUINAPRIL CLORIDRATO;5;milligrammi
037401039;QUINAPRIL CLORIDRATO;5;MG
037401041;QUINAPRIL CLORIDRATO;5;milligrammi
037401041;QUINAPRIL CLORIDRATO;5;MG
037401054;QUINAPRIL CLORIDRATO;5;milligrammi
037401054;QUINAPRIL CLORIDRATO;5;MG
037401066;QUINAPRIL CLORIDRATO;5;MG
037401066;QUINAPRIL CLORIDRATO;5;milligrammi
037401078;QUINAPRIL CLORIDRATO;5;milligrammi
037401078;QUINAPRIL CLORIDRATO;5;MG
037401080;QUINAPRIL CLORIDRATO;20;milligrammi
037401080;QUINAPRIL CLORIDRATO;20;MG
037401092;QUINAPRIL CLORIDRATO;20;MG
037401092;QUINAPRIL CLORIDRATO;20;milligrammi
037401104;QUINAPRIL CLORIDRATO;20;MG
037401104;QUINAPRIL CLORIDRATO;20;milligrammi
037401116;QUINAPRIL CLORIDRATO;20;MG
037401116;QUINAPRIL CLORIDRATO;20;milligrammi
037401128;QUINAPRIL CLORIDRATO;20;MG
037401128;QUINAPRIL CLORIDRATO;20;milligrammi
037401130;QUINAPRIL CLORIDRATO;20;MG
037401130;QUINAPRIL CLORIDRATO;20;milligrammi
037401142;QUINAPRIL CLORIDRATO;20;MG
037401142;QUINAPRIL CLORIDRATO;20;milligrammi
037402017;DOMPERIDONE MALEATO;10;MG
037402017;DOMPERIDONE MALEATO;10;milligrammi
037402029;DOMPERIDONE MALEATO;10;milligrammi
037402029;DOMPERIDONE MALEATO;10;MG
037402031;DOMPERIDONE MALEATO;10;milligrammi
037402031;DOMPERIDONE MALEATO;10;MG
037402043;DOMPERIDONE MALEATO;10;MG
037402043;DOMPERIDONE MALEATO;10;milligrammi
037402056;DOMPERIDONE MALEATO;10;MG
037402056;DOMPERIDONE MALEATO;10;milligrammi
037403019;IDROCLOROTIAZIDE;12.5;MG
037403019;IDROCLOROTIAZIDE;12.5;milligrammi
037403021;IDROCLOROTIAZIDE;12.5;MG
037403021;IDROCLOROTIAZIDE;12.5;milligrammi
037403033;IDROCLOROTIAZIDE;12.5;MG
037403033;IDROCLOROTIAZIDE;12.5;milligrammi
037403045;IDROCLOROTIAZIDE;12.5;MG
037403045;IDROCLOROTIAZIDE;12.5;milligrammi
037403058;IDROCLOROTIAZIDE;12.5;MG
037403058;IDROCLOROTIAZIDE;12.5;milligrammi
037403060;IDROCLOROTIAZIDE;12.5;MG
037403060;IDROCLOROTIAZIDE;12.5;milligrammi
037403072;IDROCLOROTIAZIDE;12.5;MG
037403072;IDROCLOROTIAZIDE;12.5;milligrammi
037403084;IDROCLOROTIAZIDE;12.5;MG
037403084;IDROCLOROTIAZIDE;12.5;milligrammi
037403096;IDROCLOROTIAZIDE;12.5;milligrammi
037403096;IDROCLOROTIAZIDE;12.5;MG
037403108;IDROCLOROTIAZIDE;12.5;MG
037403108;IDROCLOROTIAZIDE;12.5;milligrammi
037403110;IDROCLOROTIAZIDE;12.5;MG
037403110;IDROCLOROTIAZIDE;12.5;milligrammi
037403122;IDROCLOROTIAZIDE;12.5;MG
